[Header]	
System	salt-9mL	
S/W Version	1.00	
User		
Date/Time	7/17/2023 9:00:50 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/Sparge Kit/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Result(TOC)	Result(TC)	Result(IC)	Result(POC)	Result(NPOC)	Result(TN)	Unit	Vial	Date / Time	
Standard	IC	Untitled	Untitled			100.0				mg/L	86, 87, 88, 89, 90, 91	4/26/2023 2:10:56 PM	
Unknown	IC	chkstd-5ppm				-222.0				mg/L	80	4/26/2023 2:18:47 PM	
Unknown	IC	DIW				-299.1				mg/L	81	4/26/2023 2:26:23 PM	
Unknown	IC	DOC_CMPS_KFP_0426	Untitled			-293.5				mg/L	1	4/26/2023 2:36:09 PM	
Unknown	IC	DOC_CMPS_KFP_0427	Untitled			-295.3				mg/L	2	4/26/2023 2:46:29 PM	
Unknown	IC	DOC_CMPS_KFP_0428	Untitled			-295.4				mg/L	3	4/26/2023 2:56:12 PM	
Unknown	IC	DOC_CMPS_KFP_0429	Untitled			-296.0				mg/L	4	4/26/2023 3:05:47 PM	
Unknown	IC	DOC_CMPS_KFP_0430	Untitled			-297.8				mg/L	5	4/26/2023 3:15:34 PM	
Unknown	IC	DOC_CMPS_KFP_0431	Untitled			-299.3				mg/L	6	4/26/2023 3:22:59 PM	
Unknown	IC	DOC_CMPS_KFP_0432	Untitled			-298.2				mg/L	7	4/26/2023 3:30:41 PM	
Unknown	IC	DOC_CMPS_KFP_0433	Untitled			-294.4				mg/L	8	4/26/2023 3:40:20 PM	
Unknown	IC	DOC_CMPS_KFP_0434	Untitled			-298.0				mg/L	9	4/26/2023 3:50:05 PM	
Unknown	IC	DOC_CMPS_KFP_0435	Untitled			-297.9				mg/L	10	4/26/2023 3:57:30 PM	
Unknown	IC	DOC_CMPS_KFP_0437	Untitled			-298.6				mg/L	12	4/26/2023 4:07:08 PM	
