[Header]	
System	salt-9mL	
S/W Version	1.00	
User		
Date/Time	3/20/2023 6:48:43 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/Sparge Kit/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Result(TOC)	Result(TC)	Result(IC)	Result(POC)	Result(NPOC)	Result(TN)	Unit	Vial	Date / Time	
Standard	IC	Untitled	Untitled			100.0				mg/L	88, 89, 90, 91, 92, 93	3/14/2023 3:03:58 PM	
Unknown	IC	chkstd-10ppm	Untitled			11.17				mg/L	80	3/14/2023 3:12:14 PM	
Unknown	IC	DIW	Untitled			-0.3159				mg/L	81	3/14/2023 3:19:48 PM	
Unknown	IC	DOC_CMPS_KFP_0271	Untitled			0.01352				mg/L	1	3/14/2023 3:29:35 PM	
Unknown	IC	DOC_CMPS_KFP_0272	Untitled			-0.1068				mg/L	2	3/14/2023 3:37:02 PM	
Unknown	IC	DOC_CMPS_KFP_0273	Untitled			-0.07953				mg/L	3	3/14/2023 3:44:31 PM	
Unknown	IC	DOC_CMPS_KFP_0274	Untitled			-0.1795				mg/L	4	3/14/2023 3:54:18 PM	
Unknown	IC	DOC_CMPS_KFP_0275	Untitled			-0.1831				mg/L	5	3/14/2023 4:01:42 PM	
Unknown	IC	DOC_CMPS_KFP_0276	Untitled			-0.07274				mg/L	6	3/14/2023 4:09:13 PM	
Unknown	IC	DOC_CMPS_KFP_0277	Untitled			-0.1354				mg/L	7	3/14/2023 4:16:44 PM	
Unknown	IC	DOC_CMPS_KFP_0278	Untitled			-0.04231				mg/L	8	3/14/2023 4:24:16 PM	
Unknown	IC	DOC_CMPS_KFP_0279	Untitled			1.142				mg/L	9	3/14/2023 4:31:52 PM	
Unknown	IC	DOC_CMPS_KFP_0280	Untitled			0.02862				mg/L	10	3/14/2023 4:39:24 PM	
Unknown	IC	DOC_CMPS_KFP_0281	Untitled			0.04477				mg/L	11	3/14/2023 4:46:55 PM	
Unknown	IC	DOC_CMPS_KFP_0282	Untitled			0.08749				mg/L	12	3/14/2023 4:54:26 PM	
Unknown	IC	DOC_CMPS_KFP_0283	Untitled			-0.1432				mg/L	13	3/14/2023 5:04:05 PM	
Unknown	IC	DOC_CMPS_KFP_0284	Untitled			0.04126				mg/L	14	3/14/2023 5:11:45 PM	
Unknown	IC	DOC_CMPS_KFP_0285	Untitled			0.4271				mg/L	15	3/14/2023 5:21:43 PM	
Unknown	IC	DOC_CMPS_KFP_0286	Untitled			0.01610				mg/L	16	3/14/2023 5:31:21 PM	
Unknown	IC	DOC_CMPS_KFP_0287	Untitled			1.720				mg/L	17	3/14/2023 5:38:53 PM	
