Software Version,3.05.11,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Experiment File Path:,C:\Users\Public\Documents\Experiments\Kaizad\11302022_COMPASS_Fe_analysis_tray1.xpt,,,,,,,,,,,,,
Protocol File Path:,,,,,,,,,,,,,,
Plate Number,Plate 1,,,,,,,,,,,,,
Date,11/30/22,,,,,,,,,,,,,
Time,4:10:50 PM,,,,,,,,,,,,,
Reader Type:,Synergy Neo2,,,,,,,,,,,,,
Reader Serial Number:,180521A,,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,,
Plate Type,96 WELL PLATE (Use plate lid),,,,,,,,,,,,,
Eject plate on completion,,,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,,
,Wavelengths:  562,,,,,,,,,,,,,
,Pathlength Correction: 977 / 900,,,,,,,,,,,,,
,    Absorbance at 1 cm: 0.18,,,,,,,,,,,,,
,"Read Speed: Normal,  Delay: 50 msec,  Measurements/Data Point: 8",,,,,,,,,,,,,
,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,
Actual Temperature:,28.2,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,8,9,10,11,12,
,A,0.135,0.147,0.148,0.148,0.149,0.147,0.147,0.15,0.146,0.146,0.136,0.145,977 [Test]
,,0.087,0.087,0.089,0.087,0.09,0.088,0.088,0.09,0.085,0.085,0.086,0.084,900 [Ref]
,,0.267,0.335,0.326,0.334,0.328,0.324,0.327,0.334,0.338,0.338,0.278,0.342,Pathlength
,,2.489,0.199,0.226,0.169,0.318,3.385,0.361,0.323,0.858,3.442,0.086,0.167,562
,,9.334,0.595,0.693,0.506,0.969,10.434,1.104,0.967,2.541,10.173,0.307,0.489,Corrected [562]
,B,0.136,0.148,0.15,0.15,0.151,0.15,0.15,0.152,0.15,0.151,0.142,0.143,977 [Test]
,,0.087,0.089,0.087,0.086,0.087,0.09,0.089,0.089,0.089,0.09,0.089,0.085,900 [Ref]
,,0.273,0.329,0.35,0.354,0.357,0.336,0.337,0.348,0.342,0.339,0.298,0.324,Pathlength
,,1.206,0.237,0.5,0.195,0.544,1.33,0.274,0.088,1.434,0.469,2.028,0.198,562
,,4.423,0.72,1.429,0.551,1.525,3.958,0.815,0.254,4.191,1.385,6.81,0.611,Corrected [562]
,C,0.134,0.149,0.151,0.15,0.147,0.148,0.15,0.148,0.152,0.151,0.151,0.147,977 [Test]
,,0.086,0.088,0.089,0.088,0.085,0.088,0.088,0.086,0.089,0.089,0.09,0.088,900 [Ref]
,,0.269,0.342,0.344,0.346,0.343,0.332,0.342,0.348,0.348,0.344,0.338,0.326,Pathlength
,,0.66,0.214,0.185,0.255,0.371,0.547,0.314,0.225,0.808,1.873,0.087,0.153,562
,,2.453,0.627,0.538,0.737,1.081,1.649,0.918,0.645,2.324,5.438,0.257,0.471,Corrected [562]
,D,0.136,0.148,0.153,0.155,0.153,0.15,0.151,0.151,0.152,0.153,0.15,0.15,977 [Test]
,,0.087,0.092,0.092,0.094,0.091,0.086,0.086,0.09,0.09,0.091,0.09,0.089,900 [Ref]
,,0.269,0.309,0.343,0.339,0.343,0.353,0.357,0.337,0.341,0.345,0.335,0.338,Pathlength
,,0.372,0.18,0.091,0.276,0.356,0.088,0.23,0.22,0.588,3.061,0.203,0.179,562
,,1.381,0.583,0.266,0.812,1.039,0.248,0.643,0.652,1.726,8.872,0.607,0.529,Corrected [562]
,E,0.138,0.151,0.15,0.153,0.152,0.14,0.158,0.156,0.139,0.152,0.152,0.151,977 [Test]
,,0.09,0.091,0.091,0.09,0.088,0.086,0.095,0.092,0.088,0.093,0.091,0.091,900 [Ref]
,,0.27,0.335,0.327,0.349,0.354,0.302,0.349,0.355,0.284,0.328,0.338,0.33,Pathlength
,,0.249,0.189,0.307,0.656,0.524,0.147,0.283,0.422,0.086,3.101,0.146,0.959,562
,,0.921,0.565,0.939,1.881,1.48,0.487,0.809,1.19,0.304,9.446,0.431,2.907,Corrected [562]
,F,0.137,0.151,0.15,0.155,0.152,0.154,0.153,0.149,0.151,0.15,0.155,0.145,977 [Test]
,,0.09,0.092,0.088,0.092,0.086,0.09,0.093,0.088,0.091,0.09,0.095,0.094,900 [Ref]
,,0.259,0.327,0.342,0.351,0.371,0.355,0.333,0.338,0.334,0.334,0.335,0.283,Pathlength
,,0.162,0.199,0.313,0.605,1.399,0.562,0.414,0.586,0.509,2.651,0.146,0.096,562
,,0.627,0.609,0.915,1.726,3.775,1.584,1.243,1.731,1.525,7.927,0.435,0.339,Corrected [562]
,G,0.133,0.151,0.15,0.151,0.152,0.152,0.15,0.148,0.147,0.152,0.149,0.146,977 [Test]
,,0.088,0.091,0.091,0.087,0.088,0.09,0.087,0.087,0.086,0.09,0.089,0.086,900 [Ref]
,,0.249,0.328,0.328,0.352,0.358,0.347,0.349,0.338,0.339,0.343,0.334,0.333,Pathlength
,,0.181,0.189,0.439,0.15,0.59,0.637,0.285,1.244,0.497,3.17,0.148,0.135,562
,,0.728,0.575,1.337,0.427,1.649,1.835,0.816,3.682,1.464,9.249,0.445,0.406,Corrected [562]
,H,0.134,0.147,0.15,0.15,0.147,0.151,0.136,0.145,0.147,0.152,0.146,0.151,977 [Test]
,,0.084,0.09,0.091,0.086,0.088,0.093,0.086,0.087,0.087,0.093,0.087,0.088,900 [Ref]
,,0.278,0.313,0.331,0.352,0.325,0.324,0.278,0.323,0.334,0.328,0.326,0.352,Pathlength
,,0.086,0.171,0.268,0.151,3.497,0.646,0.086,1.603,0.089,3.288,0.144,0.087,562
,,0.309,0.548,0.809,0.431,10.758,1.99,0.31,4.958,0.267,10.03,0.441,0.248,Corrected [562]
