"sample_label","analysis","name","value","region","site","transect","tree_number","horizon"
"COMPASS_Dec2021_009","GWC","gwc_perc",57.32,"WLE","PTR","upland","9","A"
"COMPASS_Dec2021_096","GWC","gwc_perc",20.45,"WLE","PTR","upland","1","B"
"COMPASS_Dec2021_097","GWC","gwc_perc",20.22,"WLE","PTR","upland","2","B"
"COMPASS_Dec2021_098","GWC","gwc_perc",20.67,"WLE","PTR","upland","3","B"
"COMPASS_Dec2021_099","GWC","gwc_perc",17.34,"WLE","PTR","upland","4","B"
"COMPASS_Dec2021_100","GWC","gwc_perc",21.12,"WLE","PTR","upland","5","B"
"COMPASS_Dec2021_101","GWC","gwc_perc",16.86,"WLE","PTR","upland","6","B"
"COMPASS_Dec2021_102","GWC","gwc_perc",20.72,"WLE","PTR","upland","7","B"
"COMPASS_Dec2021_103","GWC","gwc_perc",18.91,"WLE","PTR","upland","8","B"
"COMPASS_Dec2021_019","GWC","gwc_perc",279.85,"WLE","PTR","wetland","L1","A"
"COMPASS_Dec2021_020","GWC","gwc_perc",324.82,"WLE","PTR","wetland","L2","A"
"COMPASS_Dec2021_021","GWC","gwc_perc",251.37,"WLE","PTR","wetland","L3","A"
"COMPASS_Dec2021_022","GWC","gwc_perc",339.34,"WLE","PTR","wetland","L4","A"
"COMPASS_Dec2021_023","GWC","gwc_perc",189.47,"WLE","PTR","wetland","L5","A"
"COMPASS_Dec2021_024","GWC","gwc_perc",270.7,"WLE","PTR","wetland","L6","A"
"COMPASS_Dec2021_025","GWC","gwc_perc",365.79,"WLE","PTR","wetland","L7","A"
"COMPASS_Dec2021_026","GWC","gwc_perc",256.96,"WLE","PTR","wetland","L8","A"
"COMPASS_Dec2021_027","GWC","gwc_perc",271.43,"WLE","PTR","wetland","L9","A"
"COMPASS_Dec2021_070","GWC","gwc_perc",79.93,"WLE","OWC","transition","120","A"
"COMPASS_Dec2021_071","GWC","gwc_perc",61.89,"WLE","OWC","transition","121","A"
"COMPASS_Dec2021_072","GWC","gwc_perc",90.71,"WLE","OWC","transition","122","A"
"COMPASS_Dec2021_073","GWC","gwc_perc",69.72,"WLE","OWC","transition","123","A"
"COMPASS_Dec2021_074","GWC","gwc_perc",100.33,"WLE","OWC","transition","124","A"
"COMPASS_Dec2021_075","GWC","gwc_perc",80.13,"WLE","OWC","transition","125","A"
"COMPASS_Dec2021_076","GWC","gwc_perc",81.61,"WLE","OWC","transition","126","A"
"COMPASS_Dec2021_077","GWC","gwc_perc",76.47,"WLE","OWC","transition","127","A"
"COMPASS_Dec2021_078","GWC","gwc_perc",109.2,"WLE","OWC","transition","128","A"
"COMPASS_Dec2021_112","GWC","gwc_perc",31.93,"WLE","OWC","transition","120","B"
"COMPASS_Dec2021_113","GWC","gwc_perc",19.23,"WLE","OWC","transition","121","B"
"COMPASS_Dec2021_114","GWC","gwc_perc",38.52,"WLE","OWC","transition","122","B"
"COMPASS_Dec2021_115","GWC","gwc_perc",35.01,"WLE","OWC","transition","123","B"
"COMPASS_Dec2021_116","GWC","gwc_perc",35.09,"WLE","OWC","transition","124","B"
"COMPASS_Dec2021_117","GWC","gwc_perc",40.87,"WLE","OWC","transition","125","B"
"COMPASS_Dec2021_118","GWC","gwc_perc",32.67,"WLE","OWC","transition","126","B"
"COMPASS_Dec2021_119","GWC","gwc_perc",26.75,"WLE","OWC","transition","127","B"
"COMPASS_Dec2021_120","GWC","gwc_perc",34.96,"WLE","OWC","transition","128","B"
"COMPASS_Dec2021_079","GWC","gwc_perc",122.4,"WLE","OWC","wte","W1","A"
"COMPASS_Dec2021_080","GWC","gwc_perc",93.75,"WLE","OWC","wte","W2","A"
"COMPASS_Dec2021_081","GWC","gwc_perc",111.19,"WLE","OWC","wte","W3","A"
"COMPASS_Dec2021_082","GWC","gwc_perc",101.81,"WLE","OWC","wte","W4","A"
"COMPASS_Dec2021_083","GWC","gwc_perc",82.47,"WLE","OWC","wte","W5","A"
"COMPASS_Dec2021_084","GWC","gwc_perc",122.35,"WLE","OWC","wte","W6","A"
"COMPASS_Dec2021_085","GWC","gwc_perc",158.74,"WLE","OWC","wte","W7","A"
"COMPASS_Dec2021_086","GWC","gwc_perc",116.67,"WLE","OWC","wte","W8","A"
"COMPASS_Dec2021_087","GWC","gwc_perc",142.15,"WLE","OWC","wte","W9","A"
"COMPASS_Dec2021_088","GWC","gwc_perc",116.4,"WLE","OWC","wetland","WC1","A"
"COMPASS_Dec2021_089","GWC","gwc_perc",177.16,"WLE","OWC","wetland","WC2","A"
"COMPASS_Dec2021_090","GWC","gwc_perc",132.62,"WLE","OWC","wetland","WC3","A"
"COMPASS_Dec2021_091","GWC","gwc_perc",176.76,"WLE","OWC","wetland","WC4","A"
"COMPASS_Dec2021_092","GWC","gwc_perc",124.55,"WLE","OWC","wetland","WC5","A"
"COMPASS_Dec2021_093","GWC","gwc_perc",170.1,"WLE","OWC","wetland","WC6","A"
"COMPASS_Dec2021_094","GWC","gwc_perc",149.38,"WLE","OWC","wetland","WC7","A"
"COMPASS_Dec2021_095","GWC","gwc_perc",122.58,"WLE","OWC","wetland","WC8","A"
"COMPASS_Dec2021_031","GWC","gwc_perc",140.09,"WLE","PTR","wetland","Ph1","A"
"COMPASS_Dec2021_032","GWC","gwc_perc",204.42,"WLE","PTR","wetland","Ph2","A"
"COMPASS_Dec2021_033","GWC","gwc_perc",119.2,"WLE","PTR","wetland","Ph3","A"
"COMPASS_Dec2021_028","GWC","gwc_perc",206.74,"WLE","PTR","wetland","C1","A"
"COMPASS_Dec2021_029","GWC","gwc_perc",185.26,"WLE","PTR","wetland","C2","A"
"COMPASS_Dec2021_030","GWC","gwc_perc",194.22,"WLE","PTR","wetland","C3","A"
"COMPASS_Dec2021_010","GWC","gwc_perc",143.84,"WLE","PTR","transition","11","A"
"COMPASS_Dec2021_011","GWC","gwc_perc",99.31,"WLE","PTR","transition","12","A"
"COMPASS_Dec2021_012","GWC","gwc_perc",100,"WLE","PTR","transition","13","A"
"COMPASS_Dec2021_013","GWC","gwc_perc",102.14,"WLE","PTR","transition","14","A"
"COMPASS_Dec2021_014","GWC","gwc_perc",61.81,"WLE","PTR","transition","16","A"
"COMPASS_Dec2021_015","GWC","gwc_perc",44.24,"WLE","PTR","transition","17","A"
"COMPASS_Dec2021_016","GWC","gwc_perc",213.1,"WLE","PTR","transition","19","A"
"COMPASS_Dec2021_017","GWC","gwc_perc",100,"WLE","PTR","transition","20","A"
"COMPASS_Dec2021_018","GWC","gwc_perc",87.81,"WLE","PTR","transition","21","A"
"COMPASS_May22_129","GWC","gwc_perc",227,"CB","MSM","upland","401","O"
"COMPASS_May22_130","GWC","gwc_perc",276.77,"CB","MSM","upland","402","O"
"COMPASS_May22_131","GWC","gwc_perc",334.48,"CB","MSM","upland","403","O"
"COMPASS_May22_132","GWC","gwc_perc",345.36,"CB","MSM","upland","404","O"
"COMPASS_May22_133","GWC","gwc_perc",351.19,"CB","MSM","upland","405","O"
"COMPASS_May22_134","GWC","gwc_perc",332.95,"CB","MSM","upland","406","O"
"COMPASS_May22_135","GWC","gwc_perc",264.15,"CB","MSM","upland","407","O"
"COMPASS_May22_136","GWC","gwc_perc",265.56,"CB","MSM","upland","408","O"
"COMPASS_May22_137","GWC","gwc_perc",646.3,"CB","MSM","transition","409","O"
"COMPASS_May22_138","GWC","gwc_perc",520.97,"CB","MSM","transition","410","O"
"COMPASS_May22_139","GWC","gwc_perc",477.78,"CB","MSM","transition","411","O"
"COMPASS_May22_140","GWC","gwc_perc",494.12,"CB","MSM","transition","412","O"
"COMPASS_May22_141","GWC","gwc_perc",352.08,"CB","MSM","transition","413","O"
"COMPASS_May22_142","GWC","gwc_perc",386.14,"CB","MSM","transition","414","O"
"COMPASS_May22_143","GWC","gwc_perc",467.11,"CB","MSM","transition","415","O"
"COMPASS_May22_144","GWC","gwc_perc",506.33,"CB","MSM","transition","416","O"
"COMPASS_May22_145","GWC","gwc_perc",853.85,"CB","MSM","wetland","W1","O"
"COMPASS_May22_146","GWC","gwc_perc",834.55,"CB","MSM","wetland","W2","O"
"COMPASS_May22_147","GWC","gwc_perc",822.95,"CB","MSM","wetland","W3","O"
"COMPASS_May22_148","GWC","gwc_perc",934.69,"CB","MSM","wetland","W4","O"
"COMPASS_May22_149","GWC","gwc_perc",774.6,"CB","MSM","wetland","W5","O"
"COMPASS_May22_150","GWC","gwc_perc",837.04,"CB","MSM","wetland","W6","O"
"COMPASS_May22_151","GWC","gwc_perc",831.03,"CB","MSM","wetland","W7","O"
"COMPASS_May22_152","GWC","gwc_perc",881.13,"CB","MSM","wetland","W8","O"
"COMPASS_May22_153","GWC","gwc_perc",948,"CB","MSM","wetland","W9","O"
"COMPASS_May22_154","GWC","gwc_perc",62.29,"CB","MSM","upland","401","A"
"COMPASS_May22_155","GWC","gwc_perc",63.06,"CB","MSM","upland","402","A"
"COMPASS_May22_156","GWC","gwc_perc",45.61,"CB","MSM","upland","401","B"
"COMPASS_May22_157","GWC","gwc_perc",38.27,"CB","MSM","upland","402","B"
"COMPASS_May22_158","GWC","gwc_perc",38.37,"CB","MSM","upland","403","B"
"COMPASS_May22_159","GWC","gwc_perc",53.93,"CB","MSM","upland","404","B"
"COMPASS_May22_160","GWC","gwc_perc",65.04,"CB","MSM","upland","405","B"
"COMPASS_May22_161","GWC","gwc_perc",60.28,"CB","MSM","upland","406","B"
"COMPASS_May22_162","GWC","gwc_perc",42.74,"CB","MSM","upland","407","B"
"COMPASS_May22_163","GWC","gwc_perc",44.93,"CB","MSM","upland","408","B"
"COMPASS_May22_164","GWC","gwc_perc",53.91,"CB","MSM","transition","409","B"
"COMPASS_May22_165","GWC","gwc_perc",29.49,"CB","MSM","transition","410","B"
"COMPASS_May22_166","GWC","gwc_perc",26.85,"CB","MSM","transition","411","B"
"COMPASS_May22_167","GWC","gwc_perc",32.46,"CB","MSM","transition","412","B"
"COMPASS_May22_168","GWC","gwc_perc",40.55,"CB","MSM","transition","413","B"
"COMPASS_May22_169","GWC","gwc_perc",28.87,"CB","MSM","transition","414","B"
"COMPASS_May22_170","GWC","gwc_perc",38.31,"CB","MSM","transition","415","B"
"COMPASS_May22_171","GWC","gwc_perc",31.44,"CB","MSM","transition","416","B"
"COMPASS_May22_172","GWC","gwc_perc",302.22,"CB","GWI","upland","622","O"
"COMPASS_May22_173","GWC","gwc_perc",132.7,"CB","GWI","upland","633","O"
"COMPASS_May22_174","GWC","gwc_perc",148.68,"CB","GWI","upland","642","O"
"COMPASS_May22_213_extra","GWC","gwc_perc",114.29,"CB","GWI","upland","642","O"
"COMPASS_May22_175","GWC","gwc_perc",161.22,"CB","GWI","upland","647","O"
"COMPASS_May22_176","GWC","gwc_perc",146.15,"CB","GWI","upland","650","O"
"COMPASS_May22_177","GWC","gwc_perc",232.38,"CB","GWI","upland","678","O"
"COMPASS_May22_178","GWC","gwc_perc",253.27,"CB","GWI","upland","682","O"
"COMPASS_May22_179","GWC","gwc_perc",136.96,"CB","GWI","upland","683","O"
"COMPASS_May22_180","GWC","gwc_perc",447.73,"CB","GWI","transition","162","O"
"COMPASS_May22_181","GWC","gwc_perc",495.95,"CB","GWI","transition","163","O"
"COMPASS_May22_182","GWC","gwc_perc",521.79,"CB","GWI","transition","164","O"
"COMPASS_May22_183","GWC","gwc_perc",449.28,"CB","GWI","transition","766","O"
"COMPASS_May22_184","GWC","gwc_perc",519.75,"CB","GWI","transition","777","O"
"COMPASS_May22_185","GWC","gwc_perc",458.11,"CB","GWI","transition","782","O"
"COMPASS_May22_186","GWC","gwc_perc",528.85,"CB","GWI","transition","786","O"
"COMPASS_May22_187","GWC","gwc_perc",505.33,"CB","GWI","transition","789","O"
"COMPASS_May22_188","GWC","gwc_perc",518.29,"CB","GWI","wetland","W1","O"
"COMPASS_May22_189","GWC","gwc_perc",345.22,"CB","GWI","wetland","W2","O"
"COMPASS_May22_190","GWC","gwc_perc",417.53,"CB","GWI","wetland","W3","O"
"COMPASS_May22_191","GWC","gwc_perc",202.29,"CB","GWI","wetland","W4","O"
"COMPASS_May22_192","GWC","gwc_perc",301.65,"CB","GWI","wetland","W5","O"
"COMPASS_May22_193","GWC","gwc_perc",70.49,"CB","GWI","wetland","W6","O"
"COMPASS_May22_194","GWC","gwc_perc",125.99,"CB","GWI","wetland","W7","O"
"COMPASS_May22_195","GWC","gwc_perc",267.15,"CB","GWI","wetland","W8","O"
"COMPASS_May22_196","GWC","gwc_perc",61.45,"CB","GWI","upland","622","A"
"COMPASS_May22_197","GWC","gwc_perc",33.45,"CB","GWI","upland","633","A"
"COMPASS_May22_198","GWC","gwc_perc",41.95,"CB","GWI","upland","642","A"
"COMPASS_May22_199","GWC","gwc_perc",26.44,"CB","GWI","upland","647","A"
"COMPASS_May22_200","GWC","gwc_perc",33.11,"CB","GWI","upland","650","A"
"COMPASS_May22_201","GWC","gwc_perc",66.23,"CB","GWI","upland","678","A"
"COMPASS_May22_202","GWC","gwc_perc",35.07,"CB","GWI","upland","682","A"
"COMPASS_May22_203","GWC","gwc_perc",53.92,"CB","GWI","upland","683","A"
"COMPASS_May22_204","GWC","gwc_perc",83.9,"CB","GWI","transition","162","A"
"COMPASS_May22_206","GWC","gwc_perc",41.5,"CB","GWI","transition","164","A"
"COMPASS_May22_207","GWC","gwc_perc",36.97,"CB","GWI","transition","766","A"
"COMPASS_May22_208","GWC","gwc_perc",64.35,"CB","GWI","transition","777","A"
"COMPASS_May22_209","GWC","gwc_perc",40.82,"CB","GWI","transition","782","A"
"COMPASS_May22_210","GWC","gwc_perc",49.59,"CB","GWI","transition","786","A"
"COMPASS_May22_211","GWC","gwc_perc",42.61,"CB","GWI","transition","789","A"
"COMPASS_May22_212","GWC","gwc_perc",42.24,"CB","GWI","upland","622","B"
"COMPASS_May22_214","GWC","gwc_perc",25.87,"CB","GWI","upland","682","B"
"COMPASS_Aug22_215","GWC","gwc_perc",34.29,"CB","GCW","upland","C12","A"
"COMPASS_Aug22_216","GWC","gwc_perc",34.99,"CB","GCW","upland","C11","A"
"COMPASS_Aug22_217","GWC","gwc_perc",45.73,"CB","GCW","upland","C10","A"
"COMPASS_Aug22_218","GWC","gwc_perc",30.9,"CB","GCW","upland","C07","A"
"COMPASS_Aug22_219","GWC","gwc_perc",43.94,"CB","GCW","upland","C19","A"
"COMPASS_Aug22_220","GWC","gwc_perc",28.67,"CB","GCW","upland","C09","A"
"COMPASS_Aug22_221","GWC","gwc_perc",38.93,"CB","GCW","upland","1383","A"
"COMPASS_Aug22_222","GWC","gwc_perc",59.83,"CB","GCW","upland","1379","A"
"COMPASS_Aug22_223","GWC","gwc_perc",33.9,"CB","GCW","transition","L1","A"
"COMPASS_Aug22_224","GWC","gwc_perc",86.82,"CB","GCW","transition","L2","A"
"COMPASS_Aug22_225","GWC","gwc_perc",98.69,"CB","GCW","transition","L3","A"
"COMPASS_Aug22_226","GWC","gwc_perc",104.61,"CB","GCW","transition","L4","A"
"COMPASS_Aug22_227","GWC","gwc_perc",101.53,"CB","GCW","transition","L5","A"
"COMPASS_Aug22_228","GWC","gwc_perc",35.24,"CB","GCW","transition","L6","A"
"COMPASS_Aug22_229","GWC","gwc_perc",53.21,"CB","GCW","transition","711","A"
"COMPASS_Aug22_230","GWC","gwc_perc",66.76,"CB","GCW","transition","713","A"
"COMPASS_Aug22_231","GWC","gwc_perc",741.96,"CB","GCW","wetland","W1","A"
"COMPASS_Aug22_232","GWC","gwc_perc",707.48,"CB","GCW","wetland","W2","A"
"COMPASS_Aug22_233","GWC","gwc_perc",713.95,"CB","GCW","wetland","W3","A"
"COMPASS_Aug22_234","GWC","gwc_perc",689.77,"CB","GCW","wetland","W4","A"
"COMPASS_Aug22_235","GWC","gwc_perc",697.17,"CB","GCW","wetland","W5","A"
"COMPASS_Aug22_236","GWC","gwc_perc",706.35,"CB","GCW","wetland","W6","A"
"COMPASS_Aug22_237","GWC","gwc_perc",708.51,"CB","GCW","wetland","W7","A"
"COMPASS_Aug22_238","GWC","gwc_perc",798.39,"CB","GCW","wetland","W8","A"
"COMPASS_Aug22_239","GWC","gwc_perc",18.49,"CB","GCW","upland","C12","B"
"COMPASS_Aug22_240","GWC","gwc_perc",30.19,"CB","GCW","upland","C11","B"
"COMPASS_Aug22_241","GWC","gwc_perc",41.84,"CB","GCW","upland","C10","B"
"COMPASS_Aug22_242","GWC","gwc_perc",24.68,"CB","GCW","upland","C07","B"
"COMPASS_Aug22_243","GWC","gwc_perc",24.88,"CB","GCW","upland","C19","B"
"COMPASS_Aug22_244","GWC","gwc_perc",22.6,"CB","GCW","upland","C09","B"
"COMPASS_Aug22_245","GWC","gwc_perc",24.73,"CB","GCW","upland","1383","B"
"COMPASS_Aug22_246","GWC","gwc_perc",40.35,"CB","GCW","upland","1379","B"
"COMPASS_Aug22_247","GWC","gwc_perc",20.38,"CB","GCW","transition","L1","B"
"COMPASS_Aug22_248","GWC","gwc_perc",40.04,"CB","GCW","transition","L2","B"
"COMPASS_Aug22_249","GWC","gwc_perc",58.87,"CB","GCW","transition","L3","B"
"COMPASS_Aug22_250","GWC","gwc_perc",49.23,"CB","GCW","transition","L4","B"
"COMPASS_Aug22_251","GWC","gwc_perc",44.66,"CB","GCW","transition","L5","B"
"COMPASS_Aug22_252","GWC","gwc_perc",29.58,"CB","GCW","transition","L6","B"
"COMPASS_Aug22_253","GWC","gwc_perc",43.57,"CB","GCW","transition","711","B"
"COMPASS_Aug22_254","GWC","gwc_perc",36.11,"CB","GCW","transition","713","B"
"COMPASS_Dec2021_001","PH","pH",5.5,"WLE","PTR","upland","1","A"
"COMPASS_Dec2021_001","PH","spConductance_mscm",0.17,"WLE","PTR","upland","1","A"
"COMPASS_Dec2021_002","PH","pH",5.9,"WLE","PTR","upland","2","A"
"COMPASS_Dec2021_002","PH","spConductance_mscm",0.1,"WLE","PTR","upland","2","A"
"COMPASS_Dec2021_003","PH","pH",5.9,"WLE","PTR","upland","3","A"
"COMPASS_Dec2021_003","PH","spConductance_mscm",0.09,"WLE","PTR","upland","3","A"
"COMPASS_Dec2021_004","PH","pH",6.6,"WLE","PTR","upland","4","A"
"COMPASS_Dec2021_004","PH","spConductance_mscm",0.08,"WLE","PTR","upland","4","A"
"COMPASS_Dec2021_005","PH","pH",6.5,"WLE","PTR","upland","5","A"
"COMPASS_Dec2021_005","PH","spConductance_mscm",0.09,"WLE","PTR","upland","5","A"
"COMPASS_Dec2021_006","PH","pH",6.2,"WLE","PTR","upland","6","A"
"COMPASS_Dec2021_006","PH","spConductance_mscm",0.11,"WLE","PTR","upland","6","A"
"COMPASS_Dec2021_007","PH","pH",5.4,"WLE","PTR","upland","7","A"
"COMPASS_Dec2021_007","PH","spConductance_mscm",0.14,"WLE","PTR","upland","7","A"
"COMPASS_Dec2021_008","PH","pH",6.4,"WLE","PTR","upland","8","A"
"COMPASS_Dec2021_008","PH","spConductance_mscm",0.13,"WLE","PTR","upland","8","A"
"COMPASS_Dec2021_009","PH","pH",5.7,"WLE","PTR","upland","9","A"
"COMPASS_Dec2021_009","PH","spConductance_mscm",0.13,"WLE","PTR","upland","9","A"
"COMPASS_Dec2021_010","PH","pH",6.4,"WLE","PTR","transition","11","A"
"COMPASS_Dec2021_010","PH","spConductance_mscm",0.15,"WLE","PTR","transition","11","A"
"COMPASS_Dec2021_011","PH","pH",6.7,"WLE","PTR","transition","12","A"
"COMPASS_Dec2021_011","PH","spConductance_mscm",0.13,"WLE","PTR","transition","12","A"
"COMPASS_Dec2021_012","PH","pH",6.7,"WLE","PTR","transition","13","A"
"COMPASS_Dec2021_012","PH","spConductance_mscm",0.09,"WLE","PTR","transition","13","A"
"COMPASS_Dec2021_013","PH","pH",6.4,"WLE","PTR","transition","14","A"
"COMPASS_Dec2021_013","PH","spConductance_mscm",0.13,"WLE","PTR","transition","14","A"
"COMPASS_Dec2021_014","PH","pH",6.2,"WLE","PTR","transition","16","A"
"COMPASS_Dec2021_014","PH","spConductance_mscm",0.08,"WLE","PTR","transition","16","A"
"COMPASS_Dec2021_015","PH","pH",5.6,"WLE","PTR","transition","17","A"
"COMPASS_Dec2021_015","PH","spConductance_mscm",0.07,"WLE","PTR","transition","17","A"
"COMPASS_Dec2021_016","PH","pH",4.2,"WLE","PTR","transition","19","A"
"COMPASS_Dec2021_016","PH","spConductance_mscm",0.89,"WLE","PTR","transition","19","A"
"COMPASS_Dec2021_017","PH","pH",5.9,"WLE","PTR","transition","20","A"
"COMPASS_Dec2021_017","PH","spConductance_mscm",0.15,"WLE","PTR","transition","20","A"
"COMPASS_Dec2021_018","PH","pH",6.2,"WLE","PTR","transition","21","A"
"COMPASS_Dec2021_018","PH","spConductance_mscm",0.13,"WLE","PTR","transition","21","A"
"COMPASS_Dec2021_019","PH","pH",7.2,"WLE","PTR","wetland","L1","A"
"COMPASS_Dec2021_019","PH","spConductance_mscm",0.32,"WLE","PTR","wetland","L1","A"
"COMPASS_Dec2021_020","PH","pH",7.1,"WLE","PTR","wetland","L2","A"
"COMPASS_Dec2021_020","PH","spConductance_mscm",0.32,"WLE","PTR","wetland","L2","A"
"COMPASS_Dec2021_021","PH","pH",6.8,"WLE","PTR","wetland","L3","A"
"COMPASS_Dec2021_021","PH","spConductance_mscm",0.16,"WLE","PTR","wetland","L3","A"
"COMPASS_Dec2021_022","PH","pH",7.2,"WLE","PTR","wetland","L4","A"
"COMPASS_Dec2021_022","PH","spConductance_mscm",0.2,"WLE","PTR","wetland","L4","A"
"COMPASS_Dec2021_023","PH","pH",5.8,"WLE","PTR","wetland","L5","A"
"COMPASS_Dec2021_023","PH","spConductance_mscm",0.33,"WLE","PTR","wetland","L5","A"
"COMPASS_Dec2021_024","PH","pH",6.5,"WLE","PTR","wetland","L6","A"
"COMPASS_Dec2021_024","PH","spConductance_mscm",0.22,"WLE","PTR","wetland","L6","A"
"COMPASS_Dec2021_025","PH","pH",6.5,"WLE","PTR","wetland","L7","A"
"COMPASS_Dec2021_025","PH","spConductance_mscm",0.35,"WLE","PTR","wetland","L7","A"
"COMPASS_Dec2021_026","PH","pH",6.2,"WLE","PTR","wetland","L8","A"
"COMPASS_Dec2021_026","PH","spConductance_mscm",0.41,"WLE","PTR","wetland","L8","A"
"COMPASS_Dec2021_027","PH","pH",6.4,"WLE","PTR","wetland","L9","A"
"COMPASS_Dec2021_027","PH","spConductance_mscm",0.55,"WLE","PTR","wetland","L9","A"
"COMPASS_Dec2021_028","PH","pH",6.1,"WLE","PTR","wetland","C1","A"
"COMPASS_Dec2021_028","PH","spConductance_mscm",0.64,"WLE","PTR","wetland","C1","A"
"COMPASS_Dec2021_029","PH","pH",5.5,"WLE","PTR","wetland","C2","A"
"COMPASS_Dec2021_029","PH","spConductance_mscm",0.47,"WLE","PTR","wetland","C2","A"
"COMPASS_Dec2021_030","PH","pH",5.6,"WLE","PTR","wetland","C3","A"
"COMPASS_Dec2021_030","PH","spConductance_mscm",0.64,"WLE","PTR","wetland","C3","A"
"COMPASS_Dec2021_031","PH","pH",6.9,"WLE","PTR","wetland","Ph1","A"
