Software Version,3.05.11,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Experiment File Path:,C:\Users\Public\Documents\Experiments\Kaizad\11302022_COMPASS_Fe_analysis_tray4.xpt,,,,,,,,,,,,,
Protocol File Path:,,,,,,,,,,,,,,
Plate Number,Plate 1,,,,,,,,,,,,,
Date,11/30/22,,,,,,,,,,,,,
Time,4:05:16 PM,,,,,,,,,,,,,
Reader Type:,Synergy Neo2,,,,,,,,,,,,,
Reader Serial Number:,180521A,,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,,
Plate Type,96 WELL PLATE (Use plate lid),,,,,,,,,,,,,
Eject plate on completion,,,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,,
,Wavelengths:  562,,,,,,,,,,,,,
,Pathlength Correction: 977 / 900,,,,,,,,,,,,,
,    Absorbance at 1 cm: 0.18,,,,,,,,,,,,,
,"Read Speed: Normal,  Delay: 50 msec,  Measurements/Data Point: 8",,,,,,,,,,,,,
,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,
Actual Temperature:,28.7,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,8,9,10,11,12,
,A,0.12,0.148,0.152,0.152,0.082,0.086,0.083,0.084,0.082,0.083,0.082,0.088,977 [Test]
,,0.085,0.089,0.09,0.088,0.082,0.086,0.083,0.085,0.081,0.082,0.084,0.087,900 [Ref]
,,0.193,0.327,0.342,0.356,-0.002,-0.001,-0.003,-0.004,0.002,0.009,-0.011,0.002,Pathlength
,,1.512,0.466,2.456,1.962,0.09,0.094,0.09,0.091,0.09,0.091,0.092,0.096,562
,,7.843,1.423,7.189,5.511,-40.68,-168.66,-27.12,-20.498,40.68,10.215,-8.262,43.335,Corrected [562]
,B,0.118,0.153,0.153,0.155,0.085,0.085,0.087,0.085,0.084,0.086,0.082,0.081,977 [Test]
,,0.087,0.091,0.09,0.089,0.084,0.085,0.088,0.085,0.083,0.088,0.085,0.083,900 [Ref]
,,0.172,0.342,0.351,0.367,0.003,-0.003,-0.004,-0.002,0.005,-0.011,-0.015,-0.007,Pathlength
,,0.981,1.086,2.194,1.893,0.092,0.092,0.095,0.092,0.09,0.095,0.09,0.09,562
,,5.694,3.172,6.258,5.163,27.63,-27.66,-21.443,-41.535,18.02,-8.981,-6.013,-12.517,Corrected [562]
,C,0.119,0.163,0.152,0.155,0.082,0.083,0.084,0.08,0.086,0.085,0.086,0.083,977 [Test]
,,0.085,0.094,0.089,0.09,0.081,0.084,0.085,0.083,0.085,0.084,0.087,0.084,900 [Ref]
,,0.19,0.383,0.347,0.361,0.007,-0.003,-0.005,-0.016,0.004,0.004,-0.006,-0.009,Pathlength
,,0.609,0.969,1.875,1.458,0.091,0.093,0.093,0.091,0.093,0.092,0.094,0.09,562
,,3.203,2.528,5.41,4.042,13.725,-33.444,-18.52,-5.642,20.993,20.7,-16.902,-9.487,Corrected [562]
,D,0.125,0.156,0.153,0.162,0.084,0.08,0.086,0.081,0.086,0.085,0.085,0.084,977 [Test]
,,0.088,0.092,0.09,0.091,0.085,0.082,0.082,0.084,0.085,0.084,0.086,0.085,900 [Ref]
,,0.206,0.358,0.35,0.396,-0.008,-0.013,0.021,-0.016,0.004,0.002,-0.003,-0.003,Pathlength
,,0.362,2.249,2.53,0.122,0.096,0.091,0.092,0.094,0.092,0.09,0.093,0.091,562
,,1.762,6.287,7.228,0.307,-11.46,-7.153,4.372,-6.056,20.813,54.3,-27.84,-27.33,Corrected [562]
,E,0.107,0.165,0.152,0.085,0.084,0.084,0.089,0.082,0.084,0.084,0.086,0.091,977 [Test]
,,0.084,0.093,0.091,0.085,0.084,0.084,0.088,0.082,0.085,0.084,0.086,0.092,900 [Ref]
,,0.126,0.403,0.343,0,-0.001,0.003,0.005,-0.001,-0.004,-0.002,-0.003,-0.004,Pathlength
,,0.18,1.599,2.763,0.092,0.091,0.095,0.098,0.091,0.091,0.09,0.093,0.1,562
,,1.431,3.963,8.048,?????,-81.9,34.164,19.62,-163.44,-23.349,-40.725,-33.588,-25.714,Corrected [562]
,F,0.118,0.175,0.151,0.084,0.082,0.082,0.084,0.085,0.085,0.087,0.083,0.083,977 [Test]
,,0.085,0.091,0.09,0.083,0.081,0.082,0.084,0.084,0.085,0.088,0.084,0.083,900 [Ref]
,,0.184,0.467,0.338,0.006,0.008,-0.001,-0.001,0.008,0,-0.006,-0.005,-0.005,Pathlength
,,0.157,1.101,2.067,0.092,0.091,0.091,0.096,0.095,0.093,0.093,0.09,0.091,562
,,0.852,2.358,6.11,16.596,11.713,-81.72,-172.26,12.189,?????,-15.3,-17.94,-18.24,Corrected [562]
,G,0.114,0.152,0.15,0.085,0.084,0.083,0.092,0.086,0.084,0.084,0.082,0.084,977 [Test]
,,0.084,0.089,0.091,0.085,0.083,0.084,0.093,0.086,0.083,0.086,0.084,0.084,900 [Ref]
,,0.169,0.35,0.329,-0.001,0.003,-0.003,-0.004,-0.001,0.006,-0.01,-0.007,-0.001,Pathlength
,,0.115,1.702,2.607,0.094,0.093,0.093,0.103,0.096,0.092,0.092,0.09,0.092,562
,,0.679,4.863,7.914,-84.33,28.05,-27.84,-26.434,-86.58,15.12,-9.2,-12.517,-82.62,Corrected [562]
,H,0.103,0.19,0.154,0.08,0.081,0.081,0.089,0.098,0.086,0.086,0.09,0.29,977 [Test]
,,0.079,0.11,0.092,0.081,0.082,0.082,0.09,0.096,0.085,0.087,0.091,0.221,900 [Ref]
,,0.136,0.444,0.344,-0.004,-0.005,-0.007,-0.006,0.011,0.002,-0.007,-0.004,0.385,Pathlength
,,0.086,1.577,2.33,0.091,0.09,0.092,0.099,0.104,0.093,0.093,0.096,1.775,562
,,0.635,3.549,6.764,-23.297,-18.04,-13.845,-17.802,9.872,41.85,-12.905,-21.668,4.611,Corrected [562]
